Channel,Photopeak Location,std
129,23.36995000480841,0.9884042852772796
130,23.74823933456244,1.084897285377878
131,20.70103764165063,1.1860988491919562
132,23.268314494184768,1.108795570968497
133,22.495563821461037,1.0459427719372316
134,27.440584661549213,1.1102252221273667
135,22.450177081401186,1.2793941910689268
136,24.439001667237097,1.5357474958052342
137,25.035359270580358,1.293505744195661
138,24.87364502064329,1.0238122048744256
139,25.211623983496416,0.9126416789916523
140,25.62675008344048,0.9528592165805503
142,23.480421997311776,1.1861012123169021
144,23.806978945059576,1.0425540454898967
145,21.893484350722506,0.9291812564225752
147,21.957520055145057,1.11873810054825
148,25.017175414024177,1.2166903514339646
149,18.332323100537817,0.22811357919317032
150,26.547682532193498,1.0241939149886585
151,28.526998038519668,1.0174907544801168
152,25.210052013611516,0.897821928644873
153,24.888568794443366,1.3250173208565965
155,25.36698978656648,1.017474922311626
156,25.949239269003215,1.0801107001001027
157,23.36828343725353,1.0890179835130518
158,25.034005096641422,1.0126441632081316
159,23.194029403663833,1.0676609826483598
160,22.583178929057404,1.1815175681759524
161,24.338652707843824,0.94530156323729
162,23.427846244253296,1.0668141190214666
163,26.470395474629303,1.2376536073781477
165,27.16316603277877,0.9651755308685819
166,24.983520334223805,0.978670375869351
167,25.3632366495656,0.8156806991364964
169,24.781792892833348,1.0317607518333276
171,23.54773665307266,1.973162290010388
172,24.467683222184874,1.2204541728996234
173,24.01709862665874,1.0142180643787142
174,25.773463893005975,1.0071493337707471
175,23.30819501859604,1.0864767959940094
176,23.26763004107624,1.0514108293341125
177,22.206409929261554,1.0789134719269045
178,24.246908491178605,1.0026786958375713
179,26.086576049451455,1.2351864121200058
180,23.743026320715323,1.049523218501616
181,24.83898172062349,0.8718821445909108
182,24.5274584962141,1.2504187535237423
183,25.32084978553408,1.0793502257960097
184,25.587756331497253,1.2168865777273272
185,26.401280626885175,0.9512505698771596
186,25.081705732125116,0.9871875138105126
187,24.0228688287919,1.1148001499487865
188,26.165405392594888,1.1059926457738856
189,24.90415347116481,1.103459754809187
190,24.106037177394363,1.103585170080357
192,23.586103973559,1.252087815049011
193,24.659061318249137,1.10950066339397
194,25.758345792342418,1.0323438472993054
195,23.570402791031345,1.2034017891769664
196,24.271944086434054,1.0996139831815661
197,22.466069940880757,0.9792635247394688
198,23.185242881176173,1.1446007772145412
199,25.22368327675367,1.043040311982562
200,22.746754907892676,1.215209196602179
201,24.34833275398955,1.1279621057079527
202,24.689651550183513,1.2429910120005268
203,23.158190522275007,1.0012960761824825
204,24.41839861749675,1.1039208317111455
205,24.410118690945332,1.2316848972088483
206,22.689362265486324,1.4235938585271868
207,24.170797759645165,1.0803340683176397
208,24.623926887855863,1.196467412056529
209,22.502079676995276,0.9927266520767402
210,24.893210926847452,1.1765096408683118
211,26.041882285318266,1.1693205198717809
212,23.600380309345333,0.9541685088649439
213,22.594293203296047,1.0175068017354842
214,23.000803997171374,1.0305497313987715
215,25.443115196681156,1.1925617229413388
217,25.16179642946649,1.1056499738602434
218,23.55226969810153,1.0195581339015776
219,22.793241522925822,1.027064369131353
220,25.4353940615751,1.2560133264472517
221,24.025568857234752,0.9997488837242544
222,25.324082634656307,1.0757848222175537
224,23.0711804675883,1.058707456119736
225,23.571937402894445,1.110906711045759
227,23.313849753007595,1.019433324358641
228,24.880306322067685,0.9898354663917881
229,22.92765056570606,1.0042065759977838
230,25.29688586542453,1.0061875866400563
231,24.100526706395218,1.1380011469127023
232,22.12663857732153,0.9552804940874859
233,24.13790696432452,1.1726240463967368
235,23.185439214263397,0.9673367719400121
236,23.61027843380525,1.0332920800478278
237,22.73405245909619,1.1504811816644378
238,24.10626994498714,1.2284516265744116
239,23.213177817348285,0.9693592273400502
240,24.907494402828526,1.2321791327414189
241,23.609175415102683,1.318350560504292
242,25.30676547358208,1.1295691454470513
243,21.497353807557236,0.9999632194780937
244,23.20612703332082,0.9935289495858495
245,24.65100754617468,1.2447315276861588
246,21.963160867750727,1.0042291741802716
247,20.959881536282076,1.0846449084479906
248,20.066845488530323,1.0614427827576516
249,23.27414344725788,0.9521362395822532
250,21.91580984733845,0.8752812492791786
251,24.623040995090108,1.13456358197686
252,20.727400540181847,1.3378378895708423
253,22.722722359526554,0.9565862629704839
254,25.561816695887675,0.9700871326248667
255,21.908618685378475,1.386387750425088
256,28.355171552147045,1.2354561593014337
257,27.586311155504404,0.8998942865136361
258,31.053698731703914,1.1224998910104922
259,31.333525071793584,1.375380857800831
260,28.716995364682084,0.982221712241087
261,29.60268612563376,1.0569498229730507
262,27.555749773908925,0.9234635244275252
263,31.253880296702935,1.480788496041108
264,29.015796086344107,1.1252751854771093
265,31.248211825985745,1.2199865203670253
266,28.55757852923803,0.9582642656524906
267,30.510864999350076,1.12429799569334
268,29.9141392773976,1.0870063317030139
269,27.405150717979513,1.074135135323521
270,27.725040503489605,1.300890447088158
271,29.78777095575068,1.0853687661103057
272,29.295743077638377,1.0700378719493502
273,29.122369041937333,0.9198767817774968
274,29.940724724160862,1.1566056884405476
275,28.413147384902945,1.2215229356366664
276,30.849102238583946,1.1613309487413594
278,29.599411268806683,1.3299898983135519
279,29.363527186850735,1.0154495564221915
280,30.232074206175422,1.026750113071247
281,30.84307575528597,1.0816444802628262
282,26.892264519410563,0.9654339893032327
283,29.284280167852458,1.1209649890435454
284,26.832870474020424,1.0247791640658366
285,28.658672513100505,1.0730880675449568
286,28.624584751771007,1.0219610268668335
288,31.042398444736403,1.0182929856481002
289,29.43278558797274,1.102579420152669
290,27.861252656680076,0.971983593874214
291,31.253522102478815,1.1872528219178797
292,27.607511494457164,0.9417864125108051
293,30.61958564440713,1.1078058179043022
294,29.693066625702738,1.0489935794873113
295,28.20770582295064,1.0611829717106627
296,27.483485054414366,1.0156234442801546
297,28.844186842345206,0.9949108765206001
298,28.041670987262805,1.0295943617230479
299,32.33412699280766,1.1671387958829318
300,28.716127250839893,1.1663739977224512
301,29.391822074155613,0.9773198802541054
302,29.677798164476275,1.1531912918790144
303,30.802307049463636,1.101294117566828
304,24.894961675575257,1.2596497124947716
305,26.929740779705774,1.2664797186306525
306,30.39707334716559,1.1692868485603392
307,27.4336578518374,1.0252946679484172
308,30.333472906181623,1.1668797308225562
309,29.078590868394834,1.0851047603627038
310,29.022688997914482,1.0103722951042646
311,28.825680306873398,1.5041980316075323
312,30.651936566952028,1.023962821349401
313,29.22953786921831,1.241872941646744
314,30.10608336053057,1.3251394595239798
315,28.848597304962784,1.0530459394106373
316,29.255312091949726,1.4337171097816332
317,27.311916195894266,0.9427269559020628
318,27.29270709338345,0.9705291916499302
319,26.487311974752757,1.1886069497922034
320,33.2128120117391,1.283207587344501
321,31.560230175457562,1.0268401069251722
322,31.006707852095545,1.1228078020977923
323,30.81358871614164,1.1433098774602704
324,29.55927714103179,1.0456531311228385
325,33.40243981312448,1.1711477961064602
326,31.38273509471503,1.035368979462866
327,31.539451121384015,1.2427023511151423
328,30.591264711284495,1.1961382865809314
329,30.466075037154777,1.0607134718488103
330,28.68105075814695,1.188311566615987
331,25.300476697068326,3.4379009455567573
332,30.05681018863644,1.1210690932934677
333,31.726840624229247,1.0320216111614018
334,28.78833329357829,0.9708108969194456
335,30.47721841661985,1.0430898031938844
336,25.56280277225743,1.2089220194753532
337,29.789525471954093,1.0623383939898063
338,27.65922714876997,1.0669500889697605
341,32.090147766867275,1.109381877111082
342,29.83560560313786,1.042496507219056
343,31.096146326312468,1.0859172467183262
344,33.19801246656301,1.0119430927788358
348,30.429679675527556,1.232020762198941
349,31.59489546697918,1.1769454016388534
351,31.227938762085866,1.1238710145520507
352,32.054080636201704,1.036870260711659
353,32.79401569654471,1.073648427984009
355,29.286909892187648,1.0190677362543727
356,32.1207430029401,1.353107010965915
357,33.47245911607108,1.2340420062602675
358,31.278586074799684,1.1383397728111926
359,30.37955838819491,1.0307089576707482
360,30.78544655244637,1.3868125648981584
361,32.697640575126,1.0495988736404893
362,31.703263610610122,1.0080894251731323
364,34.00217793077716,1.2388471848347706
365,30.283615514444126,1.1969001960634678
366,30.88825307655744,1.1987491487018245
367,28.3720462698501,1.0846967888623673
368,31.09430713104268,1.2963840759977756
369,34.16689710590494,1.1376239264281653
370,30.906858349608076,1.0674181650776435
371,30.269014700252367,1.0982500948694622
372,30.5639798118417,1.1370271617598469
373,30.429502173993697,1.041694627616646
374,30.96040225293258,1.119742704618575
375,29.120276366418512,1.3462607190415157
376,32.31566693330001,1.375398179756366
377,29.791305968377497,1.0240446394055125
378,32.27332369100027,1.1198446101132866
379,30.593886404994528,1.0914178266322991
382,30.427683951353274,1.0571618476439382
383,31.73846463181825,1.1256280724607521
512,27.606448407577673,1.3874863022923962
513,27.31984186500163,1.2658526759650282
514,27.583362377201848,1.2617273427835964
515,27.04285071554526,1.299306492511201
516,25.97042521238052,1.1349723982726445
517,24.035662302300377,1.0145759881822103
518,25.443061030519672,1.3527021350030461
519,25.60761225591633,1.2778308234720446
520,25.849470717444458,1.2207933069699006
521,28.81636374455491,1.1855227002226
522,26.232572017181347,1.263844553577346
523,27.461043704297882,1.4019703252422364
524,26.189748537808153,1.2593714095607507
525,27.080011988490106,1.1858841560825764
526,26.903677605149483,1.4892699893308248
527,26.126430340399846,1.2342562750265171
528,25.319206636189293,1.2136548538129408
529,24.02426573590393,1.222106911909526
530,26.83564024409667,1.4341854482665746
531,25.94129829929723,1.1048157609953446
532,26.761777124257453,1.6128949132148473
533,26.663471958459315,1.403370671160172
534,25.524777643847692,1.29343108830511
535,28.547666773889354,1.2082761677312819
